"Notes"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"2007"	"2007"	"Kansas"	"20"	382	2783785	13.7
	"2007"	"2007"	"Kentucky"	"21"	649	4256672	15.2
	"2007"	"2007"	"Louisiana"	"22"	521	4375581	11.9
	"2007"	"2007"	"Maine"	"23"	190	1327040	14.3
	"2007"	"2007"	"Maryland"	"24"	517	5653408	9.1
	"2007"	"2007"	"Massachusetts"	"25"	516	6431559	8.0
	"2007"	"2007"	"Michigan"	"26"	1129	10001284	11.3
	"2007"	"2007"	"Minnesota"	"27"	572	5207203	11.0
	"2007"	"2007"	"Mississippi"	"28"	395	2928350	13.5
	"2007"	"2007"	"Missouri"	"29"	807	5887612	13.7
	"2007"	"2007"	"Montana"	"30"	196	964706	20.3
	"2007"	"2007"	"Nebraska"	"31"	181	1783440	10.1
	"2007"	"2007"	"Nevada"	"32"	471	2601072	18.1
	"2007"	"2007"	"New Hampshire"	"33"	157	1312540	12.0
	"2007"	"2007"	"New Jersey"	"34"	592	8677885	6.8
	"2007"	"2007"	"New Mexico"	"35"	401	1990070	20.2
	"2007"	"2007"	"New York"	"36"	1393	19132335	7.3
	"2007"	"2007"	"North Carolina"	"37"	1074	9118037	11.8
	"2007"	"2007"	"North Dakota"	"38"	95	652822	14.6
	"2007"	"2007"	"Ohio"	"39"	1293	11500468	11.2
	"2007"	"2007"	"Oklahoma"	"40"	530	3634349	14.6
	"2007"	"2007"	"Oregon"	"41"	590	3722417	15.8
	"2007"	"2007"	"Pennsylvania"	"42"	1435	12563937	11.4
	"2007"	"2007"	"Rhode Island"	"44"	96	1057315	9.1
	"2007"	"2007"	"South Carolina"	"45"	528	4444110	11.9
	"2007"	"2007"	"South Dakota"	"46"	100	791623	12.6
	"2007"	"2007"	"Tennessee"	"47"	842	6175727	13.6
	"2007"	"2007"	"Texas"	"48"	2432	23831983	10.2
	"2007"	"2007"	"Utah"	"49"	378	2597746	14.6
	"2007"	"2007"	"Vermont"	"50"	89	623481	14.3
	"2007"	"2007"	"Virginia"	"51"	878	7751000	11.3
	"2007"	"2007"	"Washington"	"53"	862	6461587	13.3
	"2007"	"2007"	"West Virginia"	"54"	300	1834052	16.4
	"2007"	"2007"	"Wisconsin"	"55"	729	5610775	13.0
	"2007"	"2007"	"Wyoming"	"56"	101	534876	18.9
	"2008"	"2008"	"Alabama"	"01"	602	4718206	12.8
	"2008"	"2008"	"Alaska"	"02"	169	687455	24.6
	"2008"	"2008"	"Arizona"	"04"	972	6280362	15.5
	"2008"	"2008"	"Arkansas"	"05"	446	2874554	15.5
	"2008"	"2008"	"California"	"06"	3765	36604337	10.3
	"2008"	"2008"	"Colorado"	"08"	801	4889730	16.4
	"2008"	"2008"	"Connecticut"	"09"	314	3545579	8.9
	"2008"	"2008"	"Delaware"	"10"	109	883874	12.3
	"2008"	"2008"	"District of Columbia"	"11"	43	580236	7.4
	"2008"	"2008"	"Florida"	"12"	2737	18527305	14.8
	"2008"	"2008"	"Georgia"	"13"	980	9504843	10.3
	"2008"	"2008"	"Hawaii"	"15"	133	1332213	10.0
	"2008"	"2008"	"Idaho"	"16"	252	1534320	16.4
	"2008"	"2008"	"Illinois"	"17"	1197	12747038	9.4
	"2008"	"2008"	"Indiana"	"18"	809	6424806	12.6
	"2008"	"2008"	"Iowa"	"19"	380	3016734	12.6
	"2008"	"2008"	"Kansas"	"20"	337	2808076	12.0
	"2008"	"2008"	"Kentucky"	"21"	611	4289878	14.2
	"2008"	"2008"	"Louisiana"	"22"	531	4435586	12.0
	"2008"	"2008"	"Maine"	"23"	181	1330509	13.6
	"2008"	"2008"	"Maryland"	"24"	503	5684965	8.8
	"2008"	"2008"	"Massachusetts"	"25"	508	6468967	7.9
	"2008"	"2008"	"Michigan"	"26"	1179	9946889	11.9
	"2008"	"2008"	"Minnesota"	"27"	595	5247018	11.3
	"2008"	"2008"	"Mississippi"	"28"	409	2947806	13.9
	"2008"	"2008"	"Missouri"	"29"	778	5923916	13.1
	"2008"	"2008"	"Montana"	"30"	203	976415	20.8
	"2008"	"2008"	"Nebraska"	"31"	190	1796378	10.6
	"2008"	"2008"	"Nevada"	"32"	526	2653630	19.8
	"2008"	"2008"	"New Hampshire"	"33"	179	1315906	13.6
	"2008"	"2008"	"New Jersey"	"34"	612	8711090	7.0
	"2008"	"2008"	"New Mexico"	"35"	417	2010662	20.7
	"2008"	"2008"	"New York"	"36"	1405	19212436	7.3
	"2008"	"2008"	"North Carolina"	"37"	1160	9309449	12.5
	"2008"	"2008"	"North Dakota"	"38"	86	657569	13.1
	"2008"	"2008"	"Ohio"	"39"	1410	11515391	12.2
	"2008"	"2008"	"Oklahoma"	"40"	574	3668976	15.6
	"2008"	"2008"	"Oregon"	"41"	571	3768748	15.2
	"2008"	"2008"	"Pennsylvania"	"42"	1536	12612285	12.2
	"2008"	"2008"	"Rhode Island"	"44"	110	1055003	10.4
	"2008"	"2008"	"South Carolina"	"45"	565	4528996	12.5
	"2008"	"2008"	"South Dakota"	"46"	123	799124	15.4
	"2008"	"2008"	"Tennessee"	"47"	973	6247411	15.6
	"2008"	"2008"	"Texas"	"48"	2547	24309039	10.5
	"2008"	"2008"	"Utah"	"49"	390	2663029	14.6
	"2008"	"2008"	"Vermont"	"50"	94	624151	15.1
	"2008"	"2008"	"Virginia"	"51"	947	7833496	12.1
	"2008"	"2008"	"Washington"	"53"	885	6562231	13.5
	"2008"	"2008"	"West Virginia"	"54"	261	1840310	14.2
	"2008"	"2008"	"Wisconsin"	"55"	740	5640996	13.1
	"2008"	"2008"	"Wyoming"	"56"	124	546043	22.7
	"2009"	"2009"	"Alabama"	"01"	673	4757938	14.1
	"2009"	"2009"	"Alaska"	"02"	143	698895	20.5
	"2009"	"2009"	"Arizona"	"04"	1058	6343154	16.7
	"2009"	"2009"	"Arkansas"	"05"	422	2896843	14.6
	"2009"	"2009"	"California"	"06"	3810	36961229	10.3
	"2009"	"2009"	"Colorado"	"08"	941	4972195	18.9
	"2009"	"2009"	"Connecticut"	"09"	316	3561807	8.9
	"2009"	"2009"	"Delaware"	"10"	107	891730	12.0
	"2009"	"2009"	"District of Columbia"	"11"	29	592228	4.9
	"2009"	"2009"	"Florida"	"12"	2852	18652644	15.3
	"2009"	"2009"	"Georgia"	"13"	1132	9620846	11.8
	"2009"	"2009"	"Hawaii"	"15"	174	1346717	12.9
	"2009"	"2009"	"Idaho"	"16"	304	1554439	19.6
	"2009"	"2009"	"Illinois"	"17"	1176	12796778	9.2
	"2009"	"2009"	"Indiana"	"18"	826	6459325	12.8
	"2009"	"2009"	"Iowa"	"19"	361	3032870	11.9
	"2009"	"2009"	"Kansas"	"20"	381	2832704	13.5
	"2009"	"2009"	"Kentucky"	"21"	592	4317074	13.7
	"2009"	"2009"	"Louisiana"	"22"	490	4491648	10.9
	"2009"	"2009"	"Maine"	"23"	197	1329590	14.8
	"2009"	"2009"	"Maryland"	"24"	551	5730388	9.6
	"2009"	"2009"	"Massachusetts"	"25"	530	6517613	8.1
	"2009"	"2009"	"Michigan"	"26"	1169	9901591	11.8
	"2009"	"2009"	"Minnesota"	"27"	583	5281203	11.0
	"2009"	"2009"	"Mississippi"	"28"	381	2958774	12.9
	"2009"	"2009"	"Missouri"	"29"	857	5961088	14.4
	"2009"	"2009"	"Montana"	"30"	218	983982	22.2
	"2009"	"2009"	"Nebraska"	"31"	170	1812683	9.4
	"2009"	"2009"	"Nevada"	"32"	503	2684665	18.7
	"2009"	"2009"	"New Hampshire"	"33"	166	1316102	12.6
	"2009"	"2009"	"New Jersey"	"34"	554	8755602	6.3
	"2009"	"2009"	"New Mexico"	"35"	375	2036802	18.4
	"2009"	"2009"	"New York"	"36"	1414	19307066	7.3
	"2009"	"2009"	"North Carolina"	"37"	1173	9449566	12.4
	"2009"	"2009"	"North Dakota"	"38"	90	664968	13.5
	"2009"	"2009"	"Ohio"	"39"	1174	11528896	10.2
	"2009"	"2009"	"Oklahoma"	"40"	566	3717572	15.2
	"2009"	"2009"	"Oregon"	"41"	642	3808600	16.9
	"2009"	"2009"	"Pennsylvania"	"42"	1628	12666858	12.9
	"2009"	"2009"	"Rhode Island"	"44"	117	1053646	11.1
	"2009"	"2009"	"South Carolina"	"45"	616	4589872	13.4
	"2009"	"2009"	"South Dakota"	"46"	129	807067	16.0
	"2009"	"2009"	"Tennessee"	"47"	941	6306019	14.9
	"2009"	"2009"	"Texas"	"48"	2806	24801761	11.3
	"2009"	"2009"	"Utah"	"49"	448	2723421	16.4
	"2009"	"2009"	"Vermont"	"50"	87	624817	13.9
	"2009"	"2009"	"Virginia"	"51"	962	7925937	12.1
	"2009"	"2009"	"Washington"	"53"	919	6667426	13.8
	"2009"	"2009"	"West Virginia"	"54"	251	1847775	13.6
	"2009"	"2009"	"Wisconsin"	"55"	722	5669264	12.7
	"2009"	"2009"	"Wyoming"	"56"	111	559851	19.8
	"2010"	"2010"	"Alabama"	"01"	679	4779736	14.2
	"2010"	"2010"	"Alaska"	"02"	164	710231	23.1
	"2010"	"2010"	"Arizona"	"04"	1092	6392017	17.1
	"2010"	"2010"	"Arkansas"	"05"	447	2915918	15.3
	"2010"	"2010"	"California"	"06"	3904	37253956	10.5
	"2010"	"2010"	"Colorado"	"08"	865	5029196	17.2
	"2010"	"2010"	"Connecticut"	"09"	353	3574097	9.9
	"2010"	"2010"	"Delaware"	"10"	106	897934	11.8
	"2010"	"2010"	"District of Columbia"	"11"	41	601723	6.8
	"2010"	"2010"	"Florida"	"12"	2786	18801310	14.8
	"2010"	"2010"	"Georgia"	"13"	1129	9687653	11.7
	"2010"	"2010"	"Hawaii"	"15"	207	1360301	15.2
	"2010"	"2010"	"Idaho"	"16"	290	1567582	18.5
	"2010"	"2010"	"Illinois"	"17"	1177	12830632	9.2
	"2010"	"2010"	"Indiana"	"18"	864	6483802	13.3
	"2010"	"2010"	"Iowa"	"19"	371	3046355	12.2
	"2010"	"2010"	"Kansas"	"20"	401	2853118	14.1
	"2010"	"2010"	"Kentucky"	"21"	631	4339367	14.5
	"2010"	"2010"	"Louisiana"	"22"	557	4533372	12.3
	"2010"	"2010"	"Maine"	"23"	186	1328361	14.0
	"2010"	"2010"	"Maryland"	"24"	502	5773552	8.7
	"2010"	"2010"	"Massachusetts"	"25"	597	6547629	9.1
	"2010"	"2010"	"Michigan"	"26"	1262	9883640	12.8
	"2010"	"2010"	"Minnesota"	"27"	603	5303925	11.4
	"2010"	"2010"	"Mississippi"	"28"	388	2967297	13.1
	"2010"	"2010"	"Missouri"	"29"	856	5988927	14.3
	"2010"	"2010"	"Montana"	"30"	225	989415	22.7
	"2010"	"2010"	"Nebraska"	"31"	192	1826341	10.5
	"2010"	"2010"	"Nevada"	"32"	546	2700551	20.2
	"2010"	"2010"	"New Hampshire"	"33"	196	1316470	14.9
	"2010"	"2010"	"New Jersey"	"34"	719	8791894	8.2
	"2010"	"2010"	"New Mexico"	"35"	412	2059179	20.0
	"2010"	"2010"	"New York"	"36"	1545	19378102	8.0
	"2010"	"2010"	"North Carolina"	"37"	1172	9535483	12.3
	"2010"	"2010"	"North Dakota"	"38"	106	672591	15.8
	"2010"	"2010"	"Ohio"	"39"	1436	11536504	12.4
	"2010"	"2010"	"Oklahoma"	"40"	617	3751351	16.4
	"2010"	"2010"	"Oregon"	"41"	684	3831074	17.9
	"2010"	"2010"	"Pennsylvania"	"42"	1574	12702379	12.4
	"2010"	"2010"	"Rhode Island"	"44"	128	1052567	12.2
	"2010"	"2010"	"South Carolina"	"45"	637	4625364	13.8
	"2010"	"2010"	"South Dakota"	"46"	140	814180	17.2
	"2010"	"2010"	"Tennessee"	"47"	941	6346105	14.8
	"2010"	"2010"	"Texas"	"48"	2886	25145561	11.5
	"2010"	"2010"	"Utah"	"49"	471	2763885	17.0
	"2010"	"2010"	"Vermont"	"50"	106	625741	16.9
	"2010"	"2010"	"Virginia"	"51"	961	8001024	12.0
	"2010"	"2010"	"Washington"	"53"	955	6724540	14.2
	"2010"	"2010"	"West Virginia"	"54"	279	1852994	15.1
	"2010"	"2010"	"Wisconsin"	"55"	790	5686986	13.9
	"2010"	"2010"	"Wyoming"	"56"	131	563626	23.2
	"2011"	"2011"	"Alabama"	"01"	654	4802740	13.6
	"2011"	"2011"	"Alaska"	"02"	143	722718	19.8
	"2011"	"2011"	"Arizona"	"04"	1160	6482505	17.9
	"2011"	"2011"	"Arkansas"	"05"	461	2937979	15.7
	"2011"	"2011"	"California"	"06"	3990	37691912	10.6
	"2011"	"2011"	"Colorado"	"08"	910	5116796	17.8
	"2011"	"2011"	"Connecticut"	"09"	370	3580709	10.3
	"2011"	"2011"	"Delaware"	"10"	105	907135	11.6
	"2011"	"2011"	"District of Columbia"	"11"	37	617996	6.0
	"2011"	"2011"	"Florida"	"12"	2876	19057542	15.1
	"2011"	"2011"	"Georgia"	"13"	1157	9815210	11.8
	"2011"	"2011"	"Hawaii"	"15"	180	1374810	13.1
	"2011"	"2011"	"Idaho"	"16"	281	1584985	17.7
	"2011"	"2011"	"Illinois"	"17"	1221	12869257	9.5
	"2011"	"2011"	"Indiana"	"18"	878	6516922	13.5
	"2011"	"2011"	"Iowa"	"19"	422	3062309	13.8
	"2011"	"2011"	"Kansas"	"20"	394	2871238	13.7
	"2011"	"2011"	"Kentucky"	"21"	675	4369356	15.4
	"2011"	"2011"	"Louisiana"	"22"	571	4574836	12.5
	"2011"	"2011"	"Maine"	"23"	233	1328188	17.5
	"2011"	"2011"	"Maryland"	"24"	556	5828289	9.5
	"2011"	"2011"	"Massachusetts"	"25"	585	6587536	8.9
	"2011"	"2011"	"Michigan"	"26"	1221	9876187	12.4
	"2011"	"2011"	"Minnesota"	"27"	681	5344861	12.7
	"2011"	"2011"	"Mississippi"	"28"	389	2978512	13.1
	"2011"	"2011"	"Missouri"	"29"	933	6010688	15.5
	"2011"	"2011"	"Montana"	"30"	232	998199	23.2
	"2011"	"2011"	"Nebraska"	"31"	192	1842641	10.4
	"2011"	"2011"	"Nevada"	"32"	516	2723322	18.9
	"2011"	"2011"	"New Hampshire"	"33"	198	1318194	15.0
	"2011"	"2011"	"New Jersey"	"34"	687	8821155	7.8
	"2011"	"2011"	"New Mexico"	"35"	417	2082224	20.0
	"2011"	"2011"	"New York"	"36"	1649	19465197	8.5
	"2011"	"2011"	"North Carolina"	"37"	1213	9656401	12.6
	"2011"	"2011"	"North Dakota"	"38"	101	683932	14.8
	"2011"	"2011"	"Ohio"	"39"	1462	11544951	12.7
	"2011"	"2011"	"Oklahoma"	"40"	691	3791508	18.2
	"2011"	"2011"	"Oregon"	"41"	654	3871859	16.9
	"2011"	"2011"	"Pennsylvania"	"42"	1745	12742886	13.7
	"2011"	"2011"	"Rhode Island"	"44"	100	1051302	9.5
	"2011"	"2011"	"South Carolina"	"45"	658	4679230	14.1
	"2011"	"2011"	"South Dakota"	"46"	128	824082	15.5
	"2011"	"2011"	"Tennessee"	"47"	954	6403353	14.9
	"2011"	"2011"	"Texas"	"48"	2887	25674681	11.2
	"2011"	"2011"	"Utah"	"49"	500	2817222	17.7
	"2011"	"2011"	"Vermont"	"50"	120	626431	19.2
	"2011"	"2011"	"Virginia"	"51"	1053	8096604	13.0
	"2011"	"2011"	"Washington"	"53"	1020	6830038	14.9
	"2011"	"2011"	"West Virginia"	"54"	306	1855364	16.5
	"2011"	"2011"	"Wisconsin"	"55"	745	5711767	13.0
	"2011"	"2011"	"Wyoming"	"56"	131	568158	23.1
	"2012"	"2012"	"Alabama"	"01"	724	4822023	15.0
	"2012"	"2012"	"Alaska"	"02"	168	731449	23.0
	"2012"	"2012"	"Arizona"	"04"	1151	6553255	17.6
	"2012"	"2012"	"Arkansas"	"05"	485	2949131	16.4
	"2012"	"2012"	"California"	"06"	3887	38041430	10.2
	"2012"	"2012"	"Colorado"	"08"	1049	5187582	20.2
	"2012"	"2012"	"Connecticut"	"09"	367	3590347	10.2
	"2012"	"2012"	"Delaware"	"10"	125	917092	13.6
	"2012"	"2012"	"District of Columbia"	"11"	37	632323	5.9
	"2012"	"2012"	"Florida"	"12"	2998	19317568	15.5
	"2012"	"2012"	"Georgia"	"13"	1165	9919945	11.7
	"2012"	"2012"	"Hawaii"	"15"	190	1392313	13.6
	"2012"	"2012"	"Idaho"	"16"	297	1595728	18.6
	"2012"	"2012"	"Illinois"	"17"	1291	12875255	10.0
	"2012"	"2012"	"Indiana"	"18"	940	6537334	14.4
	"2012"	"2012"	"Iowa"	"19"	383	3074186	12.5
	"2012"	"2012"	"Kansas"	"20"	502	2885905	17.4
	"2012"	"2012"	"Kentucky"	"21"	722	4380415	16.5
	"2012"	"2012"	"Louisiana"	"22"	567	4601893	12.3
	"2012"	"2012"	"Maine"	"23"	209	1329192	15.7
	"2012"	"2012"	"Maryland"	"24"	582	5884563	9.9
	"2012"	"2012"	"Massachusetts"	"25"	602	6646144	9.1
	"2012"	"2012"	"Michigan"	"26"	1258	9883360	12.7
	"2012"	"2012"	"Minnesota"	"27"	655	5379139	12.2
	"2012"	"2012"	"Mississippi"	"28"	410	2984926	13.7
	"2012"	"2012"	"Missouri"	"29"	913	6021988	15.2
	"2012"	"2012"	"Montana"	"30"	233	1005141	23.2
	"2012"	"2012"	"Nebraska"	"31"	231	1855525	12.4
	"2012"	"2012"	"Nevada"	"32"	524	2758931	19.0
	"2012"	"2012"	"New Hampshire"	"33"	201	1320718	15.2
	"2012"	"2012"	"New Jersey"	"34"	678	8864590	7.6
	"2012"	"2012"	"New Mexico"	"35"	441	2085538	21.1
	"2012"	"2012"	"New York"	"36"	1704	19570261	8.7
	"2012"	"2012"	"North Carolina"	"37"	1283	9752073	13.2
	"2012"	"2012"	"North Dakota"	"38"	105	699628	15.0
	"2012"	"2012"	"Ohio"	"39"	1537	11544225	13.3
	"2012"	"2012"	"Oklahoma"	"40"	667	3814820	17.5
	"2012"	"2012"	"Oregon"	"41"	723	3899353	18.5
	"2012"	"2012"	"Pennsylvania"	"42"	1646	12763536	12.9
	"2012"	"2012"	"Rhode Island"	"44"	105	1050292	10.0
	"2012"	"2012"	"South Carolina"	"45"	673	4723723	14.2
	"2012"	"2012"	"South Dakota"	"46"	141	833354	16.9
	"2012"	"2012"	"Tennessee"	"47"	977	6456243	15.1
	"2012"	"2012"	"Texas"	"48"	3029	26059203	11.6
	"2012"	"2012"	"Utah"	"49"	549	2855287	19.2
	"2012"	"2012"	"Vermont"	"50"	87	626011	13.9
	"2012"	"2012"	"Virginia"	"51"	1062	8185867	13.0
	"2012"	"2012"	"Washington"	"53"	1038	6897012	15.0
	"2012"	"2012"	"West Virginia"	"54"	326	1855413	17.6
	"2012"	"2012"	"Wisconsin"	"55"	723	5726398	12.6
	"2012"	"2012"	"Wyoming"	"56"	171	576412	29.7
	"2013"	"2013"	"Alabama"	"01"	720	4833722	14.9
	"2013"	"2013"	"Alaska"	"02"	170	735132	23.1
	"2013"	"2013"	"Arizona"	"04"	1162	6626624	17.5
	"2013"	"2013"	"Arkansas"	"05"	515	2959373	17.4
	"2013"	"2013"	"California"	"06"	4012	38332521	10.5
	"2013"	"2013"	"Colorado"	"08"	1007	5268367	19.1
	"2013"	"2013"	"Connecticut"	"09"	330	3596080	9.2
	"2013"	"2013"	"Delaware"	"10"	122	925749	13.2
	"2013"	"2013"	"District of Columbia"	"11"	38	646449	5.9
	"2013"	"2013"	"Florida"	"12"	2918	19552860	14.9
	"2013"	"2013"	"Georgia"	"13"	1203	9992167	12.0
	"2013"	"2013"	"Hawaii"	"15"	171	1404054	12.2
	"2013"	"2013"	"Idaho"	"16"	308	1612136	19.1
	"2013"	"2013"	"Illinois"	"17"	1319	12882135	10.2
	"2013"	"2013"	"Indiana"	"18"	943	6570902	14.4
	"2013"	"2013"	"Iowa"	"19"	447	3090416	14.5
	"2013"	"2013"	"Kansas"	"20"	424	2893957	14.7
	"2013"	"2013"	"Kentucky"	"21"	698	4395295	15.9
	"2013"	"2013"	"Louisiana"	"22"	581	4625470	12.6
	"2013"	"2013"	"Maine"	"23"	245	1328302	18.4
	"2013"	"2013"	"Maryland"	"24"	567	5928814	9.6
	"2013"	"2013"	"Massachusetts"	"25"	570	6692824	8.5
	"2013"	"2013"	"Michigan"	"26"	1293	9895622	13.1
	"2013"	"2013"	"Minnesota"	"27"	676	5420380	12.5
	"2013"	"2013"	"Mississippi"	"28"	388	2991207	13.0
	"2013"	"2013"	"Missouri"	"29"	959	6044171	15.9
	"2013"	"2013"	"Montana"	"30"	243	1015165	23.9
	"2013"	"2013"	"Nebraska"	"31"	220	1868516	11.8
	"2013"	"2013"	"Nevada"	"32"	541	2790136	19.4
	"2013"	"2013"	"New Hampshire"	"33"	185	1323459	14.0
	"2013"	"2013"	"New Jersey"	"34"	754	8899339	8.5
	"2013"	"2013"	"New Mexico"	"35"	428	2085287	20.5
	"2013"	"2013"	"New York"	"36"	1684	19651127	8.6
	"2013"	"2013"	"North Carolina"	"37"	1279	9848060	13.0
	"2013"	"2013"	"North Dakota"	"38"	128	723393	17.7
	"2013"	"2013"	"Ohio"	"39"	1525	11570808	13.2
	"2013"	"2013"	"Oklahoma"	"40"	665	3850568	17.3
	"2013"	"2013"	"Oregon"	"41"	695	3930065	17.7
	"2013"	"2013"	"Pennsylvania"	"42"	1786	12773801	14.0
	"2013"	"2013"	"Rhode Island"	"44"	132	1051511	12.6
	"2013"	"2013"	"South Carolina"	"45"	695	4774839	14.6
	"2013"	"2013"	"South Dakota"	"46"	147	844877	17.4
	"2013"	"2013"	"Tennessee"	"47"	1028	6495978	15.8
	"2013"	"2013"	"Texas"	"48"	3054	26448193	11.5
	"2013"	"2013"	"Utah"	"49"	579	2900872	20.0
	"2013"	"2013"	"Vermont"	"50"	111	626630	17.7
	"2013"	"2013"	"Virginia"	"51"	1068	8260405	12.9
	"2013"	"2013"	"Washington"	"53"	1025	6971406	14.7
	"2013"	"2013"	"West Virginia"	"54"	323	1854304	17.4
	"2013"	"2013"	"Wisconsin"	"55"	850	5742713	14.8
	"2013"	"2013"	"Wyoming"	"56"	129	582658	22.1
	"2014"	"2014"	"Alabama"	"01"	714	4849377	14.7
	"2014"	"2014"	"Alaska"	"02"	167	736732	22.7
	"2014"	"2014"	"Arizona"	"04"	1241	6731484	18.4
	"2014"	"2014"	"Arkansas"	"05"	514	2966369	17.3
	"2014"	"2014"	"California"	"06"	4205	38802500	10.8
	"2014"	"2014"	"Colorado"	"08"	1080	5355866	20.2
	"2014"	"2014"	"Connecticut"	"09"	378	3596677	10.5
	"2014"	"2014"	"Delaware"	"10"	126	935614	13.5
	"2014"	"2014"	"District of Columbia"	"11"	52	658893	7.9
	"2014"	"2014"	"Florida"	"12"	3029	19893297	15.2
	"2014"	"2014"	"Georgia"	"13"	1292	10097343	12.8
	"2014"	"2014"	"Hawaii"	"15"	204	1419561	14.4
	"2014"	"2014"	"Idaho"	"16"	320	1634464	19.6
	"2014"	"2014"	"Illinois"	"17"	1396	12880580	10.8
	"2014"	"2014"	"Indiana"	"18"	947	6596855	14.4
	"2014"	"2014"	"Iowa"	"19"	407	3107126	13.1
	"2014"	"2014"	"Kansas"	"20"	455	2904021	15.7
	"2014"	"2014"	"Kentucky"	"21"	728	4413457	16.5
	"2014"	"2014"	"Louisiana"	"22"	678	4649676	14.6
	"2014"	"2014"	"Maine"	"23"	220	1330089	16.5
	"2014"	"2014"	"Maryland"	"24"	605	5976407	10.1
	"2014"	"2014"	"Massachusetts"	"25"	596	6745408	8.8
	"2014"	"2014"	"Michigan"	"26"	1352	9909877	13.6
	"2014"	"2014"	"Minnesota"	"27"	686	5457173	12.6
	"2014"	"2014"	"Mississippi"	"28"	380	2994079	12.7
	"2014"	"2014"	"Missouri"	"29"	1016	6063589	16.8
	"2014"	"2014"	"Montana"	"30"	250	1023579	24.4
	"2014"	"2014"	"Nebraska"	"31"	251	1881503	13.3
	"2014"	"2014"	"Nevada"	"32"	572	2839099	20.1
	"2014"	"2014"	"New Hampshire"	"33"	247	1326813	18.6
	"2014"	"2014"	"New Jersey"	"34"	786	8938175	8.8
	"2014"	"2014"	"New Mexico"	"35"	449	2085572	21.5
	"2014"	"2014"	"New York"	"36"	1694	19746227	8.6
	"2014"	"2014"	"North Carolina"	"37"	1352	9943964	13.6
	"2014"	"2014"	"North Dakota"	"38"	137	739482	18.5
	"2014"	"2014"	"Ohio"	"39"	1491	11594163	12.9
	"2014"	"2014"	"Oklahoma"	"40"	733	3878051	18.9
	"2014"	"2014"	"Oregon"	"41"	781	3970239	19.7
	"2014"	"2014"	"Pennsylvania"	"42"	1812	12787209	14.2
	"2014"	"2014"	"Rhode Island"	"44"	111	1055173	10.5
	"2014"	"2014"	"South Carolina"	"45"	753	4832482	15.6
	"2014"	"2014"	"South Dakota"	"46"	141	853175	16.5
	"2014"	"2014"	"Tennessee"	"47"	996	6549352	15.2
	"2014"	"2014"	"Texas"	"48"	3248	26956958	12.0
	"2014"	"2014"	"Utah"	"49"	559	2942902	19.0
	"2014"	"2014"	"Vermont"	"50"	124	626562	19.8
	"2014"	"2014"	"Virginia"	"51"	1121	8326289	13.5
	"2014"	"2014"	"Washington"	"53"	1114	7061530	15.8
	"2014"	"2014"	"West Virginia"	"54"	359	1850326	19.4
	"2014"	"2014"	"Wisconsin"	"55"	767	5757564	13.3
	"2014"	"2014"	"Wyoming"	"56"	120	584153	20.5
	"2015"	"2015"	"Alabama"	"01"	750	4858979	15.4
	"2015"	"2015"	"Alaska"	"02"	201	738432	27.2
	"2015"	"2015"	"Arizona"	"04"	1276	6828065	18.7
	"2015"	"2015"	"Arkansas"	"05"	577	2978204	19.4
	"2015"	"2015"	"California"	"06"	4165	39144818	10.6
	"2015"	"2015"	"Colorado"	"08"	1093	5456574	20.0
	"2015"	"2015"	"Connecticut"	"09"	384	3590886	10.7
	"2015"	"2015"	"Delaware"	"10"	122	945934	12.9
	"2015"	"2015"	"District of Columbia"	"11"	34	672228	5.1
	"2015"	"2015"	"Florida"	"12"	3200	20271272	15.8
	"2015"	"2015"	"Georgia"	"13"	1317	10214860	12.9
	"2015"	"2015"	"Hawaii"	"15"	201	1431603	14.0
	"2015"	"2015"	"Idaho"	"16"	359	1654930	21.7
	"2015"	"2015"	"Illinois"	"17"	1361	12859995	10.6
	"2015"	"2015"	"Indiana"	"18"	959	6619680	14.5
	"2015"	"2015"	"Iowa"	"19"	432	3123899	13.8
	"2015"	"2015"	"Kansas"	"20"	477	2911641	16.4
	"2015"	"2015"	"Kentucky"	"21"	775	4425092	17.5
	"2015"	"2015"	"Louisiana"	"22"	721	4670724	15.4
	"2015"	"2015"	"Maine"	"23"	235	1329328	17.7
	"2015"	"2015"	"Maryland"	"24"	553	6006401	9.2
	"2015"	"2015"	"Massachusetts"	"25"	642	6794422	9.4
	"2015"	"2015"	"Michigan"	"26"	1408	9922576	14.2
	"2015"	"2015"	"Minnesota"	"27"	729	5489594	13.3
	"2015"	"2015"	"Mississippi"	"28"	429	2992333	14.3
	"2015"	"2015"	"Missouri"	"29"	1050	6083672	17.3
	"2015"	"2015"	"Montana"	"30"	271	1032949	26.2
	"2015"	"2015"	"Nebraska"	"31"	223	1896190	11.8
	"2015"	"2015"	"Nevada"	"32"	558	2890845	19.3
	"2015"	"2015"	"New Hampshire"	"33"	228	1330608	17.1
	"2015"	"2015"	"New Jersey"	"34"	787	8958013	8.8
	"2015"	"2015"	"New Mexico"	"35"	500	2085109	24.0
	"2015"	"2015"	"New York"	"36"	1650	19795791	8.3
	"2015"	"2015"	"North Carolina"	"37"	1403	10042802	14.0
	"2015"	"2015"	"North Dakota"	"38"	124	756927	16.4
	"2015"	"2015"	"Ohio"	"39"	1649	11613423	14.2
	"2015"	"2015"	"Oklahoma"	"40"	790	3911338	20.2
